byweek,nlabel,platform,product,manufacturer,model,price,ads,in_stock,weight,reviews,rating,calc_rank,calc_inven,calc_promo,calc_ship
08,"AMZNBosch PS21-2A 12V Max 2-Speed Pocket Driver Kit with 2 Batteries, Charger and CaseBosch",,,,,,,,,,,,,,
08,LOW6-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included)PORTER-CABLE,LOW,6-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),PORTER-CABLE,PCCK6116,183.2,0.0,1.0,22.0,43.0,4.3488,5.0,1.0,1.0,7.0
08,LOW20-Volt Max 1/2-in Variable Speed Cordless Hammer Drill (2 Batteries Included and Charger Included)DEWALT,,,,,,,,,,,,,,
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless Compact Hammer Drill/Driver Kit with (2) Batteries 1.5Ah, Charger and Contractor BagDEWALT",,,,,,,,,,,,,,
08,HDMilwaukee M12 12-Volt Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit (2-Tool) with Titanium Drill Bit Set (15-Piece)Milwaukee,,,,,,,,,,,,,,
08,"WMTHyper Tough 44-Piece Home Repair Tool Kit In Blow Mold Case, UJ84133GHyper Tough",,,,,,,,,,,,,,
08,"WMTHyper Tough HT Charge 20-Volt Max Lithium Ion Drill & 70-Piece Project Kit, AQ90082GHyper Tough",,,,,,,,,,,,,,
08,"WMTBLACK+DECKER 12-Volt MAX* Lithium-Ion Cordless Drill With 64-Piece Project Kit, BDCD11264PKWMBLACK+DECKER",,,,,,,,,,,,,,
08,"WMTSTANLEY BLACK+DECKER 20-Volt MAX* 85-Piece Drill Kit, BDPKSBD69CWMBLACK+DECKER",,,,,,,,,,,,,,
08,"WMTStalwart 18-Volt Cordless Drill, With 89-Piece Drill Set, 75-CD91Stalwart",,,,,,,,,,,,,,
08,"WMTPORTER CABLE 20-Volt Max Lithium-Ion 8 Tool Combo Kit, PCCK619L8PORTER-CABLE",,,,,,,,,,,,,,
08,"WMTBOSCH PS21-2A 12V Two-Speed Pocket 5.6"" Driver KitBosch",,,,,,,,,,,,,,
08,"AMZNDEWALT 20V MAX Hammer Drill, Compact, 1.5-Amp Hour (DCD785C2)DEWALT",,,,,,,,,,,,,,
08,"AMZNHyper Tough AQ90082G HT Charge 20V MAX Lithium Ion Drill, 70 Piece Project KitHyper Tough",,,,,,,,,,,,,,
08,AMZNHyper Tough HT Charge 20 Volt Max Lithium Ion Drill & 70 Piece Project Kit AQ90082GUnknown,,,,,,,,,,,,,,
08,"AMZNHyper Tough Refurbished AQ90082G HT Charge 20V MAX Lithium Ion Drill, 70 Piece PHyper Tough",,,,,,,,,,,,,,
08,AMZNBLACK+DECKER BDPKSBD69CWM Stanley 20-Volt MAX 85-Piece Drill KitBLACK+DECKER,,,,,,,,,,,,,,
08,"AMZNBLACK+DECKER 20-Volt MAX Drill Project Kit with 85-Pieces, BDPKSBD69CWMBLACK+DECKER@",,,,,,,,,,,,,,
08,"AMZNPORTER-CABLE 20V MAX Cordless Drill Combo Kit, 8-Tool (PCCK619L8)PORTER-CABLE",,,,,,,,,,,,,,
08,WMTMetabo HPT/Hitachi DS18DGLM 18V 1/2 in Drill Driver - Tool OnlyDELTA,,,,,,,,,,,,,,
08,LOWMarble Carrara Fiberglass/Plastic Composite Bathtub Wall Surround (Common: 30-in x 60-in; Actual: 60-in x 30-in x 60-in)MAAX,,,,,,,,,,,,,,
08,HDDEWALT 20-Volt MAX XR Lithium-Ion Cordless Brushless Drill/Impact Combo Kit (2-Tool) with Bonus Mechanic Tool Set (200-Piece)DEWALT,,,,,,,,,,,,,,
08,HDRYOBI 18-Volt ONE+ Cordless Brushless 3-Speed 1/4 in. Hex Impact Driver (Tool Only) with Belt ClipRYOBI,HD,RYOBI 18-Volt ONE+ Cordless Brushless 3-Speed 1/4 in. Hex Impact Driver (Tool Only) with Belt Clip,RYOBI,P238,99.0,0.0,,2.55,581.0,4.8,17.25,7.5,0.0,1.75
08,HDPorter-Cable 5 in. Hook and Loop Replacement PadTECCPO,,,,,,,,,,,,,,
08,HDPylex 4-Steps Steel Stair Stringer black 7-1/2 in. x 10-1/4 in. (Includes 1 Stair Riser)Pylex,,,,,,,,,,,,,,
08,HDHELP Bleeder Screws 1/4-28 X 15/16 In.HELP,,,,,,,,,,,,,,
08,HDVibrant Performance Titanium 3in. O.D. 90 Degree Mandrel Bend Tube / 4in. CLR / 6in. Leg LengthVibrant Performance,,,,,,,,,,,,,,
08,WMTRyobi OEM 636181001 replacement nailer belt hook P320 P360 P238 P591 633586002RYOBI,,,,,,,,,,,,,,
08,"AMZNRyobi P238 18V One+ Brushless 1/4 2,000 Inch Pound, 3,100 RPM Cordless Impact Driver w/ Gripzone Overmold, Belt Clip, and Tri-Beam LED (Power Tool Only, Battery Not Included)RYOBI",,,,,,,,,,,,,,
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless Combo Kit (4-Tool), (2) 1.5Ah Batteries, Charger, BagDEWALT",,,,,,,,,,,,,,
08,AMZNTEENO 6.0-Amp 1/2-Inch Hammer DrillTEENO,,,,,,,,,,,,,,
08,LOWBulldog Xtreme SDS-Plus 8-Amp Keyless Rotary HammerBosch,LOW,Bulldog Xtreme SDS-Plus 8-Amp Keyless Rotary Hammer,Bosch,11255VSR,159.0,0.0,1.0,6.7,299.1666666666667,4.741133333333333,12.833333333333334,11.0,1.0,2.0
08,HDBosch Bulldog Xtreme 8 Amp 1 in. Corded Variable Speed SDS-Plus Concrete/Masonry Rotary Hammer Drill with Carrying CaseBosch,HD,Bosch Bulldog Xtreme 8 Amp 1 in. Corded Variable Speed SDS-Plus Concrete/Masonry Rotary Hammer Drill with Carrying Case,Bosch,11255VSR,159.0,0.0,,11.3,543.6,4.7,20.8,16.0,1.0,2.0
08,WMTBosch 11255VSR BULLDOG Xtreme 1-Inch SDS-plus D-Handle Rotary HammerBosch,WMT,Bosch 11255VSR BULLDOG Xtreme 1-Inch SDS-plus D-Handle Rotary Hammer,Bosch,11255VSR,199.0,0.0,1.0,1150.0,210.0,4.8,21.0,12.0,0.0,7.0
08,WMTBosch 11255VSR Bulldog Xtreme - 8 Amp 1 in. Corded Variable Speed Sds-Plus Concrete/Masonry Rotary Hammer Power Drill with Carrying CaseBosch,WMT,Bosch 11255VSR Bulldog Xtreme - 8 Amp 1 in. Corded Variable Speed Sds-Plus Concrete/Masonry Rotary Hammer Power Drill with Carrying Case,Bosch,11255VSR,229.38,0.0,1.0,,0.0,,21.0,12.0,0.0,7.0
08,"WMTBosch 11255VSR 1"" D Handle Rotary HammerBosch",WMT,"Bosch 11255VSR 1"" D Handle Rotary Hammer",Bosch,11255VSR,157.98,0.0,1.0,,210.0,4.8,21.0,5.0,0.0,7.0
08,WMTBosch 11255VSR Rotary Hammerdrill Replacement Switch Contact # 1611329024Bosch,WMT,Bosch 11255VSR Rotary Hammerdrill Replacement Switch Contact # 1611329024,Bosch,1611329024,7.99,0.0,1.0,0.1,210.0,4.8,21.0,12.0,0.0,7.0
08,AMZNBosch 11255VSR Bulldog Xtreme - 8 Amp 1 Inch Corded Variable Speed Sds-Plus Concrete/Masonry Rotary Hammer Power Drill with Carrying CaseBosch,,,,,,,,,,,,,,
08,AMZNFactory-Reconditioned Bosch 11255VSR-RT BULLDOG Xtreme 1-Inch SDS-plus D-Handle Rotary Hammer(Renewed)Amazon Renewed,,,,,,,,,,,,,,
08,LOWWhite Acrylic One-Piece Shower (Common: 32-in x 32-in; Actual: 78-in x 31.875-in x 31.875-in)Delta,,,,,,,,,,,,,,
08,LOWProclaim High Gloss White High-Impact Polystyrene Bathtub Wall Surround (Common: 31-in x 61-in; Actual: 58-in x 30.5-in x 60.5-in)DEWALT,,,,,,,,,,,,,,
08,"HDRYOBI 18-Volt ONE+ Lithium-Ion Cordless 2-Tool Combo Kit w/ Drill/Driver, Circular Saw, (2) 1.5 Ah Batteries, Charger, and BagRYOBI",HD,"RYOBI 18-Volt ONE+ Lithium-Ion Cordless 2-Tool Combo Kit w/ Drill/Driver, Circular Saw, (2) 1.5 Ah Batteries, Charger, and Bag",RYOBI,P1816,99.0,0.0,,,309.75,4.625,14.5,12.0,1.0,2.0
08,HDDEWALT ATOMIC 20-Volt MAX Lithium-Ion Brushless Cordless Compact 1/4 in. Impact Driver with 2 Batteries 1.3 Ah Charger and BagDEWALT,HD,DEWALT ATOMIC 20-Volt MAX Lithium-Ion Brushless Cordless Compact 1/4 in. Impact Driver with 2 Batteries 1.3 Ah Charger and Bag,DEWALT,DCF809C2,119.0,0.0,,2.1,113.25,4.55,10.5,5.0,1.0,2.0
08,"WMTMakita 18V LXT® Lithium-Ion Compact Brushless Cordless 1/2"" Driver-Drill, Tool Only (XFD12Z)Makita",,,,,,,,,,,,,,
08,AMZNDEWALT DCF809C2 Atomic 20V Max Lithium-Ion Brushless Cordless Compact 1/4 In. Impact Driver Kit W/ 2 BatteriesDEWALT,,,,,,,,,,,,,,
08,"AMZNMakita XFD12Z 18V LXT Lithium-Ion Brushless Cordless 1/2"" Driver-Drill, Tool Only,Makita",,,,,,,,,,,,,,
08,"HDMilwaukee M12 12-Volt Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit (2-Tool) w/(2) 1.5Ah Batteries, Charger, Tool BagMilwaukee",,,,,,,,,,,,,,
08,AMZNBLACK+DECKER GC1801 18-Volt Cordless Power Drill Driver (Renewed)Amazon Renewed,,,,,,,,,,,,,,
08,"AMZNMilwaukee 2494-22 M12 Cordless Combination 3/8"" Drill / Driver and 1/4"" Hex Impact Driver Dual Power Tool Kit (2 Lithium Ion Batteries, Charger, and Bag Included)Milwaukee",,,,,,,,,,,,,,
08,LOWXR 6-Tool 20-Volt Max Brushless Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included)DEWALT,,,,,,,,,,,,,,
08,"AMZNDEWALT 20V MAX XR Brushless Combo Kit, Compact 6-Tool (DCK684D2)DEWALT",,,,,,,,,,,,,,
08,"AMZNCordless Drill, Power Drill Driver 12V with 2x1.5Ah Batteries, Fast Charger 1.3A, 36Pcs Accessories, 18+1 Torque Setting, 2-Variable Speed Max Torque 200 In-lbs, 3/8"" Keyless ChuckMaiBerg",,,,,,,,,,,,,,
08,AMZNPink Power PP182 18 Volt NiCad Drill Kit Replacement BatteryPink Power,,,,,,,,,,,,,,
08,"AMZNCordless Drill, Power Drill Driver 20V with 1x1.5Ah Batteries, Fast Charger 1.3A, 18+1 Torque Setting, 2-Variable Speed Max Torque 250 In-lbs, 3/8"" Keyless ChuckMaiBerg",,,,,,,,,,,,,,
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless 1/4 in. Impact Driver with (2) Batteries 1.5Ah, Charger and Tool BagSterling",,,,,,,,,,,,,,
08,HDWEN 8 in. 5-Speed Drill PressWEN,,,,,,,,,,,,,,
08,WMTOEM N016823 replacement drill washer DCF886B DCF885B DCF885C2 DCF887BSterling,,,,,,,,,,,,,,
08,WMTOEM N268382 replacement impact driver armature assembly DCF885B DCF885C2Stanley Black & Decker,,,,,,,,,,,,,,
08,"WMTWEN 8-Inch 5-Speed Drill Press, 4208WEN",,,,,,,,,,,,,,
08,AMZNWEN 4208 8 in. 5-Speed Drill PressWEN,,,,,,,,,,,,,,
08,AMZNBlack+Decker Matrix BDCDMT120C Attachment (Drill/Driver Attachment OnlyExclusive ExpressUSA TM. Black & Decker Bundle,,,,,,,,,,,,,,
08,"AMZNBLACK+DECKER 12V MAX Drill & Home Tool Kit, 60-Piece (BDCDD12PK),Black/OrangeBLACK+DECKER",,,,,,,,,,,,,,
08,"AMZNHammer Drill, TACKLIFE 1/2-Inch Electric Drill, 2800 RPM, Hammer & Drill 2 Modes in 1, Keyed Chuck, 360°Rotating Handle, 12 Pcs Accessories Set, For Brick, Wood, Steel, Masonry - PID01ATACKLIFE",,,,,,,,,,,,,,
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless Combo Kit (6-Tool) with (2) Batteries 2Ah, Charger and Tool BagDEWALT",,,,,,,,,,,,,,
08,HDDEWALT 20-Volt MAX XR Lithium-Ion Cordless Brushless Drill/Impact Combo Kit (2-Tool) w/ Bonus 3/8 in. Impact Wrench (Tool-Only)DEWALT,,,,,,,,,,,,,,
08,HDPylex 4-Steps Steel Stair Stringer black 7-1/2 in. x 10-1/4 in. (Includes 1 Stair Riser)TECCPO,,,,,,,,,,,,,,
08,HDPorter-Cable 5 in. Hook and Loop Replacement PadPorter-Cable,,,,,,,,,,,,,,
08,AMZNSKIL 6445-04 7.0 Amp 1/2 In. Hammer DrillSkil,,,,,,,,,,,,,,
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless Drill/Impact Combo Kit (2-Tool) with (2) Batteries 1.5Ah, Charger and Tool BagDEWALT",HD,"DEWALT 20-Volt MAX Lithium-Ion Cordless Drill/Impact Combo Kit (2-Tool) with (2) Batteries 1.5Ah, Charger and Tool Bag",DEWALT,DCK280C2,179.0,0.0,,,694.5,4.625,13.25,17.75,1.0,2.0
08,AMZNDEWALT 20V MAX Impact Driver and Drill Combo Kit (DCK280C2)DEWALT,,,,,,,,,,,,,,
08,WMTDeWALT DCK684D2 20-Volt 6-Tool Drill/Driver/Saws/Oscillating Tool/Light ComboDEWALT,,,,,,,,,,,,,,
08,"WMTBLACK+DECKER 20-Volt MAX Drill Project Kit with 53-Pieces and Hard Case, BCD70253PKWMBLACK+DECKER",,,,,,,,,,,,,,
08,"WMTBOSTITCH 18-Volt Lithium-Ion Cordless Drill, BTC401LABOSTITCH",,,,,,,,,,,,,,
08,WMTRyobi OEM 636181001 (10-PK) replacement nailer belt hook P320 P360 P238 P591RYOBI,WMT,Ryobi OEM 636181001 (10-PK) replacement nailer belt hook P320 P360 P238 P591,RYOBI,P238,17.37,0.0,1.0,0.01,0.0,,21.0,12.0,1.0,7.0
08,WMTRyobi OEM 636181001 replacement nailer belt hook P320 P360 P238 P591 633586002Ryobi,WMT,Ryobi OEM 636181001 replacement nailer belt hook P320 P360 P238 P591 633586002,Ryobi,636181001,5.22,0.0,1.0,0.01,0.0,,21.0,12.0,1.0,7.0
08,WMTRyobi OEM 636181001 (2-PK) replacement nailer belt hook P320 P360 P238 P591Ryobi,WMT,Ryobi OEM 636181001 (2-PK) replacement nailer belt hook P320 P360 P238 P591,Ryobi,636181001-2,7.14,0.0,1.0,,0.0,,21.0,12.0,1.0,7.0
08,LOW6.8-Amp 3/8-in Keyless Corded DrillMetabo HPT (was Hitachi Power Tools),,,,,,,,,,,,,,
08,LOW8-Amp 3/8-in Keyless Corded DrillDEWALT,,,,,,,,,,,,,,
08,LOW1/2-in Corded Hammer DrillSKIL,,,,,,,,,,,,,,
08,LOW1/2-in Corded Hammer DrillDEWALT,,,,,,,,,,,,,,
08,LOW1/2-In Corded Hammer DrillPORTER-CABLE,,,,,,,,,,,,,,
08,LOW1/2-in Corded Hammer DrillBosch,,,,,,,,,,,,,,
08,LOWV20 20-Volt Max 1/2-in Variable Speed Brushless Cordless Hammer Drill (2 Batteries Included and Charger Included)CRAFTSMAN,,,,,,,,,,,,,,
08,LOWMultiVolt 36-Volt 1/2-in Variable Speed Brushless Cordless Hammer DrillMetabo HPT (was Hitachi Power Tools),,,,,,,,,,,,,,
08,LOWV20 20-Volt Max 1/2-in Variable Speed Cordless Hammer Drill (2 Batteries Included and Charger Included)CRAFTSMAN,,,,,,,,,,,,,,
08,LOWXTREME 12-Volt Max 3/8-in Brushless Cordless Hammer DrillDEWALT,,,,,,,,,,,,,,
08,LOW12-Volt Max 3/8-in Variable Speed Brushless Cordless Hammer Drill (2 Batteries Included and Charger Included)DEWALT,,,,,,,,,,,,,,
08,LOW1/2-in 18-volt Variable Speed Brushless Cordless Hammer DrillMetabo HPT (was Hitachi Power Tools),,,,,,,,,,,,,,
08,HDDEWALT 7-Amp 1/2 in. Single Speed Hammer DrillDEWALT,,,,,,,,,,,,,,
08,HDDEWALT 10 Amp 1/2 in. Variable Speed Reversible Pistol Grip Hammer DrillDEWALT,,,,,,,,,,,,,,
08,"WMTPORTER CABLE 7.0-Amp 1/2-Inch VSR Hammer Drill, PCE141PORTER-CABLE",,,,,,,,,,,,,,
08,"WMTPORTER CABLE 20-Volt 1/2-Inch Lithium-Ion Drill-Driver, PCC601LAPORTER-CABLE",,,,,,,,,,,,,,
08,"WMTStalwart 12-Volt Lithium-Ion 2-Speed Drill And 75-Piece Accessory Tool Set, 75-PT1003Stalwart",WMT,"Stalwart 12-Volt Lithium-Ion 2-Speed Drill And 75-Piece Accessory Tool Set, 75-PT1003",Stalwart,75-PT1003,104.95666666666666,0.0,1.0,,1.0,5.0,12.0,12.0,0.0,7.0
08,LOW6.7-Amp 1/4-in Keyed Corded DrillDEWALT,,,,,,,,,,,,,,
08,LOW7-Amp 3/8-in Keyed Corded DrillDEWALT,,,,,,,,,,,,,,
08,LOW7.8-Amp 1/2-in Keyless Corded DrillDEWALT,LOW,7.8-Amp 1/2-in Keyless Corded Drill,DEWALT,DW246,145.87,0.0,,4.4,2.0,4.5,1.0,0.0,0.0,7.0
08,LOW12-Volt Max 3/8-in Cordless Drill (Charger Included)Bosch,LOW,12-Volt Max 3/8-in Cordless Drill (Charger Included),Bosch,PS11-102,129.0,0.0,0.0,2.2,8.0,4.0,15.0,0.0,0.0,7.0
08,LOW12-Volt Max 12-Volt Max 1/4-in Cordless Drill (Charger Included)Bosch,,,,,,,,,,,,,,
08,LOW10.5-Amp 1/2-in Keyed Corded DrillDEWALT,,,,,,,,,,,,,,
08,LOWFlexiclick 12-Volt 1/4-in Cordless Drill (Charger Included)Bosch,,,,,,,,,,,,,,
08,WMTPorter Cable OEM 90609734 replacement drill switch assembly PCC601LB PCC641LBPORTER-CABLE,,,,,,,,,,,,,,
08,WMTBosch GSR12V-140FCB22 12 V Max Flexiclick® 5-In-1 Drill/Driver SystemBosch,,,,,,,,,,,,,,
08,HDPRO-SERIES 3.8 Amp Corded 3/8 in. Electric Variable Speed Reversible Power DrillPro-Series by Buffalo Tools,,,,,,,,,,,,,,
08,"WMTNew in Box DeWalt DWD450 VSR Stud and Joist Drill with Clutch, 1/2-InchDEWALT",WMT,"New in Box DeWalt DWD450 VSR Stud and Joist Drill with Clutch, 1/2-Inch",DEWALT,DWD450,356.81,0.0,1.0,,2.0,5.0,21.0,12.0,1.0,7.0
08,"WMTPro-Series PS07216 VSR Electric 3/8"" DrillPro-Series by Buffalo Tools",,,,,,,,,,,,,,
08,LOW8.5-Amp 1/2-in Keyed Corded DrillDEWALT,LOW,8.5-Amp 1/2-in Keyed Corded Drill,DEWALT,DW235G,99.0,0.0,1.0,4.2,49.0,4.4286,7.0,1.0,0.0,2.0
08,LOWBrushless 12-Volt Max 1/4-in Brushless Cordless DrillBosch,LOW,Brushless 12-Volt Max 1/4-in Brushless Cordless Drill,Bosch,PS22BN,99.0,0.0,0.0,2.26,3.0,3.6667,12.0,0.0,0.0,7.0
08,LOW6.3-Amp 3/8-in Keyless Corded DrillBosch,LOW,6.3-Amp 3/8-in Keyless Corded Drill,Bosch,1006VSR,49.0,0.0,,3.4,28.0,4.5,16.0,0.0,0.0,7.0
08,LOW12-Volt Max 1/4-in Cordless DrillBosch,LOW,12-Volt Max 1/4-in Cordless Drill,Bosch,PS21BN,89.0,0.0,0.0,1.4,13.0,4.6923,20.0,0.0,0.0,7.0
08,HDDEWALT 7.8 Amp 1/2 in. 0-600 RPM Variable Speed Reversing Drill with Keyless ChuckDEWALT,HD,DEWALT 7.8 Amp 1/2 in. 0-600 RPM Variable Speed Reversing Drill with Keyless Chuck,DEWALT,DW246,109.6,0.0,,4.4,4.0,4.8,21.0,0.0,0.0,2.0
08,HDDEWALT 7.8 Amp 1/2 in. Variable Speed Reversing DrillDEWALT,HD,DEWALT 7.8 Amp 1/2 in. Variable Speed Reversing Drill,DEWALT,DW235G,119.0,0.0,,4.2,165.0,4.6,21.0,2.0,0.0,2.0
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless Compact Right Angle Drill Kit with Battery 1.5Ah, Charger and BagDEWALT",HD,"DEWALT 20-Volt MAX Lithium-Ion Cordless Compact Right Angle Drill Kit with Battery 1.5Ah, Charger and Bag",DEWALT,DCD740C1,163.83,0.0,,8.25,80.0,4.6,21.0,0.0,0.0,2.0
08,WMTDeWalt DW235G Drill Replacement Chuck Key # 330034-03DEWALT,WMT,DeWalt DW235G Drill Replacement Chuck Key # 330034-03,DEWALT,DW235G,8.98,0.0,1.0,2.1,0.0,,21.0,12.0,0.0,7.0
08,"WMTBOSCH Electric Drill,Pistol Grip,3/8"" Chuck Sz 1006VSRBosch",WMT,"BOSCH Electric Drill,Pistol Grip,3/8"" Chuck Sz 1006VSR",Bosch,1006VSR,49.0,0.0,1.0,4.4,14.0,4.571,21.0,2.0,0.0,7.0
08,"WMTCameron Sino replacement Power Tools Battery for DeWalt DCD740, DCD740B, DCD780, DCD780B, DCD780C2, DCD780L2, DCD780N, DCD785C2, DCD785L2, DCD980L2, DCD985B, DCD985L2, DCF880C1-JP, DCF883B, DCF883L2,DEWALT",WMT,"Cameron Sino replacement Power Tools Battery for DeWalt DCD740, DCD740B, DCD780, DCD780B, DCD780C2, DCD780L2, DCD780N, DCD785C2, DCD785L2, DCD980L2, DCD985B, DCD985L2, DCF880C1-JP, DCF883B, DCF883L2,",DEWALT,DCD740B,104.09,0.0,1.0,,0.0,,21.0,12.0,0.0,7.0
08,WMTHD 2200 Watt Electric Demolition Jack Hammer Concrete Breaker Punch + Chisel BitBIGLAND,WMT,HD 2200 Watt Electric Demolition Jack Hammer Concrete Breaker Punch + Chisel Bit,BIGLAND,,108.0,0.0,1.0,,2.0,5.0,16.0,12.0,0.16666666666666666,7.0
08,LOWBulldog 1-in x 10-in Alloy Steel Masonry Drill Bit for SDS-Plus DrillBosch,LOW,Bulldog 1-in x 10-in Alloy Steel Masonry Drill Bit for SDS-Plus Drill,Bosch,HC2163,5.39,0.0,,,22.0,4.5909,13.0,0.0,1.0,7.0
08,LOWUtile 32.5-in x 80.875-in Marble Carrara Shower Surround Side Wall PanelMAAX,LOW,Utile 32.5-in x 80.875-in Marble Carrara Shower Surround Side Wall Panel,MAAX,103419-307-508-800,254.15,0.0,,,16.0,3.4375,14.0,0.0,1.0,7.0
08,LOW20-Volt Max Variable Speed Brushless Cordless Impact Driver (2-Battery)DEWALT,LOW,20-Volt Max Variable Speed Brushless Cordless Impact Driver (2-Battery),DEWALT,DCF787C2,119.0,0.0,1.0,2.8,40.0,4.875,5.4,8.4,1.0,2.0
08,LOW20-Volt Max 1/2-in Variable Speed Brushless Cordless Hammer Drill (2 Batteries Included and Charger Included)DEWALT,LOW,20-Volt Max 1/2-in Variable Speed Brushless Cordless Hammer Drill (2 Batteries Included and Charger Included),DEWALT,DCD778C2,129.0,0.0,1.0,2.6,46.0,4.7391,7.4,4.0,1.0,2.0
08,LOWXR 20-Volt Max 1/2-in Drive Variable Brushless Cordless Impact WrenchDEWALT,LOW,XR 20-Volt Max 1/2-in Drive Variable Brushless Cordless Impact Wrench,DEWALT,DCF894B,169.0,0.0,1.0,3.4799999999999995,86.0,4.7442,10.2,2.0,1.0,2.0
08,LOW24-Volt Max Variable Speed Brushless Cordless Impact Driver (1-Battery)Kobalt,LOW,24-Volt Max Variable Speed Brushless Cordless Impact Driver (1-Battery),Kobalt,KID 1324A-03,99.0,0.0,1.0,2.43,137.0,4.5839,11.6,11.4,1.0,2.0
08,LOWXR 20-Volt Max Variable Speed Brushless Cordless Impact Driver (2-Battery)DEWALT,LOW,XR 20-Volt Max Variable Speed Brushless Cordless Impact Driver (2-Battery),DEWALT,DCF887D2,179.0,0.0,1.0,3.8,151.0,4.7483,14.0,4.0,1.0,2.0
08,LOWV20 20-Volt Max Variable Speed Cordless Impact Driver (2-Battery)CRAFTSMAN,LOW,V20 20-Volt Max Variable Speed Cordless Impact Driver (2-Battery),CRAFTSMAN,CMCF800C2,99.0,0.0,,2.49,75.0,4.4,15.5,0.0,0.0,7.0
08,LOWBulldog CORE18V 1-in SDS-Plus Cordless Rotary Hammer (1-Battery and Charge Included)Bosch,LOW,Bulldog CORE18V 1-in SDS-Plus Cordless Rotary Hammer (1-Battery and Charge Included),Bosch,GBH18V-26DK15,199.0,0.0,1.0,6.3,18.0,4.6111,15.4,5.0,1.0,2.0
08,LOWXTREME 12-Volt Max Variable Speed Brushless Cordless Impact Driver (2-Battery)DEWALT,LOW,XTREME 12-Volt Max Variable Speed Brushless Cordless Impact Driver (2-Battery),DEWALT,DCF801F2,99.0,0.0,1.0,1.75,55.2,4.83698,18.4,3.0,1.0,2.0
08,"WMT20V MAX Cordless Drill / Driver Kit, Compact, 1/2-Inch (DCD771C2)DEWALT",WMT,"20V MAX Cordless Drill / Driver Kit, Compact, 1/2-Inch (DCD771C2)",DEWALT,DCD771C2,198.0,0.0,1.0,,0.0,,21.0,12.0,0.0,7.0
08,LOWXTREME 12-Volt Max 1/4-in Brushless Cordless Drill (Charger Included)DEWALT,LOW,XTREME 12-Volt Max 1/4-in Brushless Cordless Drill (Charger Included),DEWALT,DCD701F2,99.0,0.0,1.0,1.9,77.0,4.974,17.0,2.0,1.0,2.0
08,HDDEWALT 20-Volt MAX XR Lithium-Ion Brushless Cordless 1/2 in. Impact Wrench with Detent Pin Anvil (Tool-Only)DEWALT,HD,DEWALT 20-Volt MAX XR Lithium-Ion Brushless Cordless 1/2 in. Impact Wrench with Detent Pin Anvil (Tool-Only),DEWALT,DCF894B,149.0,0.0,,4.0,397.75,4.7,21.0,1.75,1.0,2.0
08,HDBosch Bulldog Xtreme 8 Amp 1 in. Corded Variable Speed SDS-Plus Concrete Rotary Hammer Drill with Free 4-1/2 in. Angle GrinderBosch,HD,Bosch Bulldog Xtreme 8 Amp 1 in. Corded Variable Speed SDS-Plus Concrete Rotary Hammer Drill with Free 4-1/2 in. Angle Grinder,Bosch,11255VSRGWS8-45,258.0,0.0,,6.7,326.5,4.7,21.0,0.0,0.0,2.0
08,"HDDEWALT 20-Volt MAX Lithium-Ion Cordless Brushless 1/4 in. 3-Speed Impact Driver with (2) Batteries 2.0Ah, Charger and Hard CaseDEWALT",HD,"DEWALT 20-Volt MAX Lithium-Ion Cordless Brushless 1/4 in. 3-Speed Impact Driver with (2) Batteries 2.0Ah, Charger and Hard Case",DEWALT,DCF887D2,179.0,0.0,,7.35,350.0,4.7,21.0,6.0,1.0,2.0
08,"HDMilwaukee M18 18-Volt Lithium-Ion Cordless Combo Tool Kit (5-Tool) with Two 3.0 Ah Batteries, Charger and Tool BagMilwaukee",HD,"Milwaukee M18 18-Volt Lithium-Ion Cordless Combo Tool Kit (5-Tool) with Two 3.0 Ah Batteries, Charger and Tool Bag",Milwaukee,2697-25,399.0,0.0,,,327.3333333333333,4.7,1.0,0.0,1.0,2.0
08,HDMilwaukee M18 FUEL 18-Volt Lithium-Ion Brushless Cordless 1/2 in. Impact Wrench with Friction Ring Kit W/ Free FUEL Impact DriverMilwaukee,HD,Milwaukee M18 FUEL 18-Volt Lithium-Ion Brushless Cordless 1/2 in. Impact Wrench with Friction Ring Kit W/ Free FUEL Impact Driver,Milwaukee,2767-22-2853-20,449.0,0.0,,7.5,485.0,4.8,17.0,0.0,1.0,2.0
08,WMTDEWALT DCF887D2 20V Cordless Impact Driver KitDEWALT,WMT,DEWALT DCF887D2 20V Cordless Impact Driver Kit,DEWALT,DCF887D2,240.47,0.0,1.0,7.35,65.0,4.9,21.0,12.0,0.0,7.0
