weight,reviews,rating,calc_rank,calc_inven,calc_promo,calc_ship
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
37.0,171.0,4.8187,1.3076923076923077,1.0769230769230769,1.0,4.3076923076923075
2.56,1125.6923076923076,4.719607692307692,4.230769230769231,17.615384615384617,1.0,2.0
9.2,451.84615384615387,4.800823076923077,5.384615384615385,0.0,1.0,7.0
9.614814814814814,193.22222222222223,4.840107407407407,13.481481481481481,4.444444444444445,0.48148148148148145,2.0
3.7,90.61538461538461,4.779276923076923,1.9230769230769231,0.0,1.0,7.0
38.2,130.0,4.7077,7.923076923076923,1.0,1.0,7.0
9.6,488.3076923076923,4.6480538461538465,12.76923076923077,13.0,1.0,2.0
7.2,155.0,4.729,15.545454545454545,6.0,0.0,2.0
28.5,162.0,4.7654,7.076923076923077,0.0,1.0,7.0
7.6,337.0,4.819,15.818181818181818,2.0,0.0,2.0
14.0,213.0,4.6667,17.857142857142858,10.0,1.0,2.0
9.36,495.0,4.6338,16.071428571428573,4.0,1.0,2.0
,,,,,,
8.6,155.0,4.7161,19.8,0.0,1.0,7.0
,,,,,,
255.0,96.76923076923077,4.059638461538461,9.923076923076923,3.0,0.0,7.0
3.7,258.0,4.6047,15.571428571428571,0.0,1.0,7.0
,,,,,,
3.5,129.14285714285714,4.502492857142857,20.0,6.0,0.0,2.0
6.733333333333333,201.8,4.544313333333333,20.266666666666666,0.0,0.06666666666666667,7.0
3.85,96.53333333333333,4.680000000000001,21.0,2.3333333333333335,0.06666666666666667,4.333333333333333
5.636666666666667,506.037037037037,4.6132888888888886,15.481481481481481,0.0,1.0,7.0
2.682,268.8666666666667,4.695326666666667,20.533333333333335,6.2,0.9333333333333333,2.3333333333333335
3.7,255.0,4.7,21.0,0.0,1.0,7.0
2.718666666666666,33.833333333333336,3.80555,20.833333333333332,0.0,0.0,7.0
,,,,,,
5.8,2192.0,4.7,21.0,0.0,0.0,2.0
7.34,303.0,4.6,21.0,0.0,0.0,2.0
,,,,,,
2.4,844.2857142857143,4.7,2.0,1.1428571428571428,0.07142857142857142,2.0
2.1,214.85714285714286,4.6,4.0,1.0,1.0,2.0
2.9,363.0,4.7,8.142857142857142,2.0,1.0,2.0
5.5,84.57142857142857,4.8,6.0,0.0,0.0,2.0
2.65,166.57142857142858,4.6,13.571428571428571,11.142857142857142,0.0,2.0
2.5,99.66666666666667,4.6,16.833333333333332,7.0,0.08333333333333333,2.0
3.925,411.42857142857144,4.2,21.0,0.0,0.0,2.0
,,,,,,
5.223999999999999,9.0,4.6,21.0,0.0,0.0,2.0
4.25,65.0,4.5,21.0,0.0,0.0,2.0
,,,,,,
2.5,210.0,4.7,21.0,0.0,0.0,2.0
,,,,,,
6.75,3164.5714285714284,4.6,21.0,0.0,0.0,2.0
9.4,236.0,4.4,21.0,0.0,0.0,2.0
7.25,260.1111111111111,4.7,21.0,6.111111111111111,1.0,2.0
5.58,712.0909090909091,4.7,21.0,0.0,0.0,2.0
8.0,20.0,4.8,21.0,0.0,0.0,2.0
8.6,145.0,4.6,21.0,12.0,0.0,7.0
4.685,522.0,4.3,1.7857142857142858,12.0,1.0,2.0
3.968,233.85714285714286,4.442857142857143,3.0,10.5,1.0,2.0
3.0,143.0,4.6,6.0,12.0,1.0,2.0
,,,,,,
3.4,76.42857142857143,4.7,7.642857142857143,12.0,1.0,2.0
4.8,107.0,4.3,7.357142857142857,12.0,0.0,2.357142857142857
4.96,80.28571428571429,3.8285714285714283,4.928571428571429,6.142857142857143,1.0,2.0
,,,,,,
3.4,86.71428571428571,4.6,20.785714285714285,6.571428571428571,1.0,2.0
5.29,11.0,4.8,13.142857142857142,12.0,1.0,7.0
5.22,29.571428571428573,4.7,11.428571428571429,9.0,1.0,7.0
4.25,33.0,4.8,9.714285714285714,7.928571428571429,0.8571428571428571,4.5
43.0,2.0,4.0,19.5,12.0,1.0,7.0
3.1,1012.3333333333334,4.7,20.333333333333332,10.0,1.0,7.0
5.75,25.0,4.7,10.857142857142858,10.0,1.0,2.0
3.5,11.0,4.8,14.181818181818182,12.0,1.0,7.0
5.0,20.0,4.7,21.0,6.0,1.0,7.0
,,,,,,
2.2,22.0,4.5,21.0,12.0,1.0,7.0
2.9,745.0,4.8,21.0,10.0,1.0,7.0
2.5,172.0,4.7,21.0,12.0,1.0,7.0
,,,,,,
46.1,202.91666666666666,4.6,21.0,13.333333333333334,0.0,2.0
5.69,1690.0,4.7,18.4,2.0,0.8,3.0
17.5,246.46153846153845,4.6499999999999995,21.0,0.6923076923076923,0.0,2.0
8.7,722.3076923076923,4.8,20.76923076923077,5.230769230769231,0.6923076923076923,2.0
9.52,290.0,4.7,21.0,5.0,1.0,2.0
0.8,88.0,3.9,21.0,2.0,0.0,2.0
10.5,322.75,4.8,21.0,3.0,1.0,2.0
28.6,69.46153846153847,4.592307692307692,21.0,1.3846153846153846,1.0,2.0
,,,,,,
4.75,6.0,4.8,21.0,1.0,0.5,2.0
8.15,144.0,4.7,21.0,1.0,1.0,2.0
5.77,103.1,4.8,12.2,2.2,0.0,3.0
9.9,814.0,4.6,16.25,6.5,1.0,2.0
2.2,1.0,5.0,21.0,0.0,0.0,2.0
10.483333333333333,33.5,4.766666666666667,21.0,2.5,0.8333333333333334,2.0
13.05,46.5,3.85,21.0,2.4,0.0,6.0
3.8,4.0,4.4,21.0,0.875,0.0,2.0
8.9,47.0,4.4,21.0,0.0,0.0,2.0
1.4599999999999997,111.85714285714286,4.5,21.0,0.9285714285714286,0.14285714285714285,2.0
1.1,1.0,5.0,21.0,6.357142857142857,0.0,2.0
9.55,6.0,4.4,21.0,1.7142857142857142,0.0,2.0
18.0,1.0,5.0,21.0,0.3333333333333333,0.0,7.0
33.3,38.0,4.2,21.0,7.0,0.0,2.0
4.15,85.64285714285714,4.4,21.0,3.4285714285714284,0.0,2.0
4.43,2.0,5.0,21.0,0.5,0.0,2.0
3.55,960.5,4.4,13.285714285714286,3.0,1.0,2.0
3.5,11.0,4.1,21.0,2.7142857142857144,0.0,2.0
6.1,129.85714285714286,4.5,21.0,3.7142857142857144,0.0,2.0
,,,,,,
4.81,633.25,4.6,13.083333333333334,3.0,1.0,2.8333333333333335
2.6,84.0,4.5,21.0,3.0,0.0,2.0
5.75,522.8571428571429,4.4,21.0,3.0,1.0,2.0
3.6,794.9285714285714,4.428571428571429,5.785714285714286,80.0,0.0,2.0
9.4,2207.8571428571427,4.4,5.571428571428571,27.0,0.0,2.0
4.0,133.0,4.8,5.714285714285714,21.857142857142858,1.0,2.0
5.25,1647.4,4.7,16.2,12.8,0.0,2.0
7.4,540.0,4.6,11.5,3.0,0.0,2.0
57.0,491.0,4.4,15.0,0.0,0.0,7.0
4.43,874.4545454545455,4.7,15.090909090909092,8.454545454545455,0.09090909090909091,2.909090909090909
1.7,458.0,4.4,12.6,27.0,1.0,2.0
3.2999999999999994,42.666666666666664,4.633333333333333,21.0,50.0,0.0,2.0
,,,,,,
7.41,391.4166666666667,4.7,15.333333333333334,3.0,1.0,2.0
,,,,,,
2.2,137.0,4.7,21.0,0.0,1.0,7.0
5.94,8.0,4.0,21.0,0.0,0.0,7.0
3.357142857142857,17.428571428571427,4.6,21.0,0.0,0.0,7.0
5.2,66.0,4.3,21.0,0.0,0.0,7.0
3.0,405.6,4.6,21.0,0.0,0.0,2.0
,,,,,,
0.0,24.0,4.4,21.0,12.0,1.0,7.0
5.200000000000001,4.0,4.3,17.692307692307693,10.0,1.0,2.0
,,,,,,
4.0,10.0,5.0,21.0,12.0,1.0,2.0
16.9,513.0,4.7,21.0,7.0,0.125,3.25
,,,,,,
8.45,264.4,4.8,21.0,12.8,0.4,2.0
5.78,325.5,4.6,16.5,3.0,1.0,2.0
4.8,309.9230769230769,4.3,21.0,0.0,0.0,2.0
2.95,238.2,4.5,18.0,6.8,1.0,2.0
3.4,153.0,4.8,21.0,2.0,0.0,2.0
8.0,448.0,4.6,21.0,1.0,0.0,2.0
,,,,,,
,,,,,,
4.79,27.88888888888889,4.6,21.0,3.0,0.0,4.222222222222222
40.0,2.7857142857142856,3.814285714285714,21.0,0.0,0.0,7.0
5.75,537.75,4.7,21.0,3.0,0.0,2.0
9.66,404.6666666666667,4.5,13.166666666666666,19.833333333333332,0.0,2.0
3.65,59.375,4.5,17.375,5.0,1.0,2.0
,,,,,,
,,,,,,
9.63,45.0,4.8,21.0,12.0,0.0,7.0
4.6,267.8,4.6,17.6,2.4,1.0,3.0
17.15,18.11111111111111,4.5,21.0,7.0,1.0,3.6666666666666665
5.91,11.5,5.0,21.0,0.0,0.0,6.166666666666667
1.25,13.0,4.8,21.0,20.0,0.6923076923076923,7.0
8.25,780.7857142857143,4.6499999999999995,9.0,6.357142857142857,0.7857142857142857,7.0
410.0,37.0,4.1351,11.615384615384615,1.0,0.0,7.0
,,,,,,
2.0,31.0,4.7742,5.0,0.0,0.0,7.0
,,,,,,
4.5,117.42857142857143,4.5,1.2142857142857142,12.0,1.0,2.0
7.0,140.0,4.6,4.071428571428571,12.0,1.0,7.0
,,,,,,
4.1,16.0,4.1,21.0,0.0,0.0,7.0
3.75,775.0,4.6,21.0,0.0,0.0,2.0
3.6,4.0,4.4125,16.75,10.75,0.0,2.0
4.31,13.0,4.5,17.5,1.4166666666666667,1.0,7.0
,,,,,,
4.35,334.0,4.5,20.833333333333332,2.3333333333333335,0.5,2.0
,,,,,,
,,,,,,
3.325,124.0,4.4,21.0,5.0,0.0,2.0
,,,,,,
,,,,,,
3.2,67.0,4.5009375,19.875,0.0,1.0,7.0
,,,,,,
3.0,254.0,4.5827,8.0,0.0,0.0,7.0
,,,,,,
2.95,46.0,4.3,21.0,0.0,0.0,7.0
,,,,,,
2.95,8.0,4.1,21.0,12.0,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.25,2.0,5.0,21.0,12.0,0.4,7.0
,,,,,,
,,,,,,
7.15,17.272727272727273,4.2272727272727275,21.0,21.454545454545453,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.25,13.0,4.8,21.0,20.0,0.0,7.0
4.4,80.0,4.5,21.0,2.0,0.0,2.0
3.7,46.0,4.6,21.0,0.0,0.0,2.0
3.7,18.0,5.0,18.0,12.0,1.0,2.0
6.9,245.0,4.2,21.0,1.0,1.0,2.0
3.66,222.0,4.6,21.0,3.0,1.0,2.0
5.89,4332.5,4.6,3.25,1.0,1.0,4.5
2.89,803.0,4.8,21.0,0.0,0.0,2.0
2.9,1184.0,4.7,21.0,0.0,0.0,2.0
5.12,18.0,4.8,19.25,12.0,1.0,2.0
4.25,121.5,4.6,21.0,7.5,1.0,2.0
0.0,1.0,5.0,17.571428571428573,10.0,0.14285714285714285,7.0
2.8,56.45454545454545,4.875990909090909,15.818181818181818,1.0,1.0,2.0
4.2,28.0,4.6,21.0,0.0,0.0,2.0
4.1,687.0,4.6,21.0,7.0,1.0,2.0
4.4,1.0,4.0,2.0,0.0,0.0,7.0
3.8,13.0,4.6154,3.0,0.0,0.0,7.0
3.0,90.0,4.0556,4.0,2.0,0.0,2.0
1.6,3.0,3.6667,6.0,0.0,0.0,7.0
2.9,63.0,4.8571,11.0,0.0,0.0,7.0
2.6,96.0,4.7708,13.0,13.0,0.0,2.0
4.0,16.0,4.9375,15.0,0.0,0.0,7.0
13.5,1.0,5.0,16.0,0.0,0.0,7.0
3.0,2.0,5.0,17.0,0.0,0.0,7.0
3.3,4.0,4.8,21.0,0.0,0.0,2.0
8.25,71.0,4.7,21.0,0.0,0.0,7.0
3.25,17.0,4.2,21.0,0.0,0.0,1.0
2.62,75.0,4.9,21.0,0.0,0.0,7.0
3.1,590.0,4.6,21.0,0.0,0.0,2.0
22.25,5.0,4.8,21.0,0.0,0.0,2.0
4.25,1.0,4.0,21.0,12.0,0.0,7.0
4.25,9.0,3.7,21.0,1.0,0.0,2.0
5.8,5.0,3.8,21.0,0.0,0.0,2.0
7.75,141.0,4.2,21.0,0.0,0.0,2.0
3.3,313.0,4.6,21.0,5.0,1.0,2.0
3.32,2.0,4.4,21.0,19.0,0.0,2.0
2.45,19.0,4.3,21.0,4.0,0.0,2.0
4.1,303.0,4.4,21.0,1.0,0.0,2.0
2.5,65.0,4.6,21.0,0.0,0.0,2.0
5.95,46.0,4.6,21.0,4.0,0.0,2.0
4.1,92.0,4.5,21.0,9.0,1.0,2.0
20.8,26.0,4.2,21.0,8.0,0.0,2.0
3.3,4.0,3.4,21.0,0.0,0.0,2.0
3.1,4.0,3.0,21.0,0.0,0.0,7.0
14.8,14.0,4.6,21.0,0.0,0.0,2.0
21.8,51.0,4.4,21.0,0.0,0.0,2.0
5.09,12.0,3.9167,17.166666666666668,12.0,0.0,6.166666666666667
20.0,49.0,4.4,21.0,4.777777777777778,0.0,2.0
4.16,34.2,4.4799999999999995,21.0,9.0,1.0,5.0
2.8,363.0,4.4,19.0,27.0,1.0,2.0
36.5,2.0,5.0,21.0,3.0,0.0,2.0
5.5,74.4,4.6,21.0,27.2,0.0,2.0
2.1,74.0,4.6486,18.333333333333332,0.0,1.0,7.0
22.3,185.5,4.10305,20.0,0.0,0.0,7.0
2.1,84.0,4.7,21.0,2.0,0.0,2.0
4.45,244.0,4.7,21.0,4.5,1.0,2.0
4.25,122.0,4.6,21.0,14.75,1.0,2.0
4.85,914.5,4.7,13.5,3.0,1.0,2.0
5.2,3.0,4.7,21.0,0.0,0.0,7.0
5.0,1.0,1.0,17.666666666666668,12.0,0.3333333333333333,2.0
10.55,176.0,4.7,19.0,4.333333333333333,0.0,2.0
2.65,91.0,4.5,20.0,8.0,0.0,2.0
4.25,58.0,4.6,21.0,0.0,0.0,7.0
4.2,114.5,4.45,18.5,3.0,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
37.0,171.0,4.8187,1.5714285714285714,1.0,1.0,7.0
2.56,1127.0,4.7196,3.0,12.214285714285714,1.0,2.0
9.2,454.42857142857144,4.801942857142857,4.714285714285714,0.0,1.0,7.0
9.968421052631578,166.47368421052633,4.757831578947368,14.947368421052632,3.8421052631578947,0.631578947368421,2.0
3.7,92.28571428571429,4.783242857142858,5.142857142857143,0.0,1.0,7.0
38.2,130.0,4.7077,7.142857142857143,1.0,1.0,7.0
9.6,489.57142857142856,4.6466,12.857142857142858,13.285714285714286,1.0,2.0
,,,,,,
28.5,162.85714285714286,4.766685714285714,5.0,0.0,0.7142857142857143,7.0
,,,,,,
14.0,213.0,4.6667,19.0,8.5,1.0,2.0
9.36,495.0,4.6208,19.0,4.0,0.7142857142857143,2.0
,,,,,,
,,,,,,
,,,,,,
255.0,97.28571428571429,4.0617,8.428571428571429,3.0,0.0,7.0
,,,,,,
,,,,,,
3.5,130.71428571428572,4.5,21.0,5.0,0.0,2.0
6.9,215.0,4.6,21.0,0.0,0.0,7.0
3.85,92.1,4.666666666666667,21.0,1.9666666666666666,0.26666666666666666,4.833333333333333
5.715000000000001,493.7857142857143,4.614514285714286,18.214285714285715,0.0,0.8571428571428571,7.0
2.6699999999999995,279.0,4.7,21.0,8.857142857142858,1.0,2.0
3.7,255.0,4.7,21.0,0.0,1.0,7.0
2.09,40.875,3.9875,21.0,0.0,0.0,7.0
7.8,304.0,4.8,21.0,6.0,0.0,7.0
,,,,,,
7.339999999999999,303.0,4.6,21.0,0.0,0.0,2.0
,,,,,,
2.4,868.7142857142857,4.7,2.0,2.2857142857142856,0.0,2.0
2.1,224.85714285714286,4.6,4.142857142857143,0.9285714285714286,0.42857142857142855,2.0
2.9,369.57142857142856,4.7,7.428571428571429,0.2857142857142857,0.9285714285714286,2.0
5.5,95.28571428571429,4.8,6.0,0.0,0.0,2.0
2.65,177.42857142857142,4.6,14.214285714285714,10.714285714285714,0.0,2.0
2.5,104.3076923076923,4.638461538461538,18.76923076923077,6.769230769230769,0.23076923076923078,2.0
3.925,416.2857142857143,4.2,21.0,0.0,0.0,2.0
,,,,,,
5.224,9.0,4.6,21.0,0.0,0.0,6.615384615384615
4.25,65.0,4.5,21.0,0.0,0.0,2.0
,,,,,,
2.5,210.0,4.7,21.0,0.0,0.0,2.0
,,,,,,
6.75,3188.1428571428573,4.6,21.0,0.0,0.2857142857142857,2.0
9.4,237.23076923076923,4.4,21.0,0.0,0.0,2.0
7.25,263.6666666666667,4.7,21.0,4.666666666666667,0.3333333333333333,2.0
5.58,713.0,4.7,21.0,0.0,0.2857142857142857,2.0
8.0,20.0,4.8,21.0,0.0,0.0,2.0
,,,,,,
4.685,525.4285714285714,4.3,1.0,12.0,1.0,2.0
3.968,238.57142857142858,4.4,2.5714285714285716,6.928571428571429,1.0,2.0
3.0,143.14285714285714,4.6,4.642857142857143,12.0,1.0,2.0
1.9,16.0,4.9,13.5,1.0,0.5,7.0
3.4,77.0,4.7,7.714285714285714,12.0,1.0,2.0
4.8,107.0,4.3,9.142857142857142,12.0,0.0,2.0
4.96,81.0,3.9,5.285714285714286,4.285714285714286,1.0,2.0
,,,,,,
3.4,88.71428571428571,4.6,17.357142857142858,12.0,1.0,2.0
,,,,,,
5.22,30.0,4.7,9.571428571428571,4.785714285714286,0.5,7.0
4.25,33.0,4.8,8.714285714285714,9.214285714285714,0.6428571428571429,4.5
43.0,2.0,4.0,17.11111111111111,12.0,1.0,7.0
3.1,1015.1428571428571,4.7,14.214285714285714,10.0,1.0,7.0
5.75,25.0,4.7,15.785714285714286,10.0,1.0,2.0
3.5,11.0,4.8,15.5,12.0,1.0,7.0
5.0,20.0,4.7,21.0,8.0,1.0,7.0
,,,,,,
2.2,22.0,4.5,21.0,12.0,1.0,7.0
2.9,745.0,4.8,21.0,10.0,1.0,7.0
2.5,172.0,4.7,21.0,12.0,1.0,7.0
,,,,,,
46.1,218.66666666666666,4.6,21.0,4.5,0.0,2.0
5.69,1730.0,4.7,21.0,7.0,0.8,2.0
17.521428571428572,283.14285714285717,4.642857142857143,21.0,0.5,0.0,2.0
8.7,746.5454545454545,4.763636363636364,20.545454545454547,4.909090909090909,0.8181818181818182,2.4545454545454546
9.52,300.5,4.7,21.0,2.5,0.5,2.0
0.8,88.0,3.9,21.0,1.0,0.0,2.0
,,,,,,
28.600000000000005,71.77777777777777,4.6,21.0,3.0,0.6666666666666666,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
9.9,825.5,4.6,18.285714285714285,6.642857142857143,0.6428571428571429,2.0
2.2,1.0,5.0,21.0,0.0,0.0,2.0
10.5,36.42857142857143,4.8,21.0,13.142857142857142,0.8571428571428571,4.142857142857143
13.05,47.0,3.9,21.0,7.5,0.1,5.0
,,,,,,
8.9,47.0,4.4,21.0,0.5,0.0,2.0
1.46,115.0,4.55,21.0,11.625,1.0,2.0
1.1,1.0,5.0,21.0,0.7692307692307693,0.0,2.0
9.55,6.714285714285714,4.4714285714285715,21.0,2.0,0.21428571428571427,2.0
18.0,1.0,5.0,21.0,0.0,0.0,2.0
33.3,40.0,4.3,21.0,2.0,0.0,2.0
4.15,86.0,4.4,21.0,12.2,0.1,2.0
4.43,2.0,5.0,21.0,3.5,0.0,2.0
3.55,982.3571428571429,4.4,12.5,3.0,1.0,2.0
3.5,12.0,4.2,21.0,3.6666666666666665,0.0,2.0
5.671428571428571,132.5,4.5,21.0,11.5,0.5,2.0
,,,,,,
4.81,644.2142857142857,4.6,16.571428571428573,3.0,1.0,2.0
2.6000000000000005,88.3076923076923,4.5,21.0,3.0,0.0,2.0
5.710714285714286,530.2857142857143,4.4,21.0,3.0,1.0,2.0
3.6,835.1428571428571,4.5,5.285714285714286,75.07142857142857,0.0,2.0
9.4,2257.5,4.4,7.6,27.0,0.0,2.0
4.0,142.41666666666666,4.8,6.25,19.0,1.0,2.0
5.25,1706.0,4.7,14.666666666666666,10.0,0.0,2.0
7.4,548.0,4.6,8.0,3.0,0.0,2.0
,,,,,,
4.43,896.4615384615385,4.7,15.615384615384615,5.923076923076923,0.0,2.0
1.7,468.0,4.4,11.125,23.625,1.0,2.0
3.2999999999999994,50.666666666666664,4.7,20.666666666666668,50.0,0.0,2.0
6.7,846.0,4.7,11.0,1.0,1.0,2.0
7.410000000000001,413.57142857142856,4.7,13.357142857142858,2.9285714285714284,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
3.357142857142857,17.428571428571427,4.6,21.0,0.0,0.0,7.0
5.2,66.0,4.3,21.0,0.0,0.0,7.0
3.0,407.0,4.6,21.0,0.0,0.0,2.0
,,,,,,
,,,,,,
5.2,4.0,4.3,16.416666666666668,10.0,1.0,2.0
,,,,,,
4.0,10.0,5.0,21.0,12.0,1.0,2.0
16.9,531.25,4.7,21.0,8.5,0.16666666666666666,2.0
,,,,,,
8.45,267.57142857142856,4.8,21.0,4.571428571428571,0.14285714285714285,2.0
,,,,,,
4.8,310.0,4.3,21.0,0.0,0.0,2.0
2.95,243.0,4.5,16.6,7.2,1.0,2.0
3.4,153.5,4.8,21.0,2.0,0.0,2.0
8.0,453.6,4.7,21.0,0.6,0.6,2.0
,,,,,,
,,,,,,
4.79,28.833333333333332,4.6,21.0,10.166666666666666,0.16666666666666666,2.8333333333333335
40.0,3.0,3.9,21.0,0.0,0.0,7.0
5.75,557.0,4.7,21.0,3.6666666666666665,0.0,2.0
9.66,407.0,4.5,13.0,14.0,0.0,2.0
3.65,61.09090909090909,4.5,17.454545454545453,5.545454545454546,0.0,2.0
7.85,408.0,4.7,19.0,3.0,1.0,2.0
,,,,,,
9.63,45.0,4.8,21.0,8.75,0.0,7.0
,,,,,,
17.15,19.75,4.574999999999999,21.0,12.875,1.0,2.0
,,,,,,
1.25,13.0,4.8,21.0,20.0,1.0,7.0
8.25,805.5714285714286,4.7,8.214285714285714,3.142857142857143,0.7142857142857143,7.0
410.0,37.0,4.1351,11.0,1.0,0.0,7.0
,,,,,,
,,,,,,
,,,,,,
4.5,119.28571428571429,4.542857142857143,2.4285714285714284,12.0,1.0,2.0
7.0,140.0,4.6,5.071428571428571,12.0,1.0,7.0
,,,,,,
4.1,16.0,4.1,21.0,0.0,0.0,7.0
3.75,775.2857142857143,4.6,21.0,0.0,0.0,2.0
3.6,8.0,4.633333333333333,14.833333333333334,11.166666666666666,0.0,2.0
4.31,13.0,4.5,17.666666666666668,1.0,1.0,7.0
4.35,41.0,4.0,21.0,10.0,0.0,2.0
4.35,338.1666666666667,4.5,21.0,3.0,0.0,2.0
,,,,,,
,,,,,,
3.325,124.0,4.4,21.0,5.0,0.0,2.0
,,,,,,
,,,,,,
3.2,67.0,4.5,21.0,0.0,0.0,7.0
,,,,,,
,,,,,,
,,,,,,
2.95,47.0,4.3,21.0,0.0,0.0,2.0
,,,,,,
2.95,8.0,4.1,19.25,12.0,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
3.0,16.0,4.8,18.2,12.0,0.8,2.0
,,,,,,
,,,,,,
,,,,,,
7.15,19.428571428571427,4.3,21.0,18.714285714285715,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.4,80.0,4.5,21.0,2.0,0.0,2.0
3.7000000000000006,46.666666666666664,4.6,21.0,0.0,0.0,2.0
3.7000000000000006,18.0,5.0,20.0,12.0,1.0,2.0
6.9,247.0,4.3,21.0,1.0,1.0,7.0
3.66,222.0,4.6,21.0,0.0,0.0,2.0
5.89,4430.0,4.6,5.0,12.0,1.0,2.0
2.89,804.0,4.8,21.0,0.0,0.0,2.0
2.9,1187.5714285714287,4.7,21.0,0.0,0.0,2.0
5.12,18.0,4.8,18.25,12.0,1.0,2.0
,,,,,,
0.0,1.0,5.0,17.0,10.0,0.0,7.0
2.8,58.42857142857143,4.8802,11.428571428571429,1.0,1.0,2.0
,,,,,,
4.1,701.5714285714286,4.6,19.0,18.428571428571427,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
